AttachmentURL,IsDiscountCreatePageSearchEnabled,Rating,TotalReviews,ProductId,ProductName,ShortDescription,FullDescription,VendorId,ManufacturerId,MetaTitle,MetaKeywords,MetaDescription,Price,OldPrice,IsTaxExempt,IsShippingFree,EstimatedShippingDays,ShowOnHomePage,AllowCustomerReviews,IsReturnAble,IsDigitalProduct,IsDiscountAllowed,Sku,CreatedOn,WarehouseId,InventoryMethodId,StockQuantity,IsBoundToStockQuantity,DisplayStockQuantity,OrderMinimumQuantity,OrderMaximumQuantity,MarkAsNew,DisplaySeqNo,IsActive,DiscountProductsMappings,OrderItems,ProductDigitalFileMappings,ProductPicturesMappings,ProductProductAttributeMappings,ProductReviews,ProductShippingMethodsMappings,ProductsCategoriesMappings,ProductsTagsMappings
/content/commonImages/productImages/16b_Brass_Ganesha_Trunk_Idol_bhagwan_Statue_1.jpg,False,0,0,3048,Brass Ganesha Trunk Idol bhagwan Statue murti Decorated ganpati for Home Office Entrance Decor Good Luck Diwali chaturthi Pooja Gift,"It is a Best Gift for Marriage Anniversary, Parents, Mothers day, Wedding Return Gift, Birthday, House warming, Office Shop Inaugration, Festive occasions Like Diwali Raksha Bandhan, Grah pravesh and Corporate Gifts Lord Ganesha Represents Joy And Happiness Which Is Symbolic To Bring Prosperity And Good Luck. Lord Ganesha represents Joy and happiness which is symbolic to bring Prosperity and Good Luck. Ganesha Blessing us, He is the Lord of success and destroyer of evils and obstacles. He is also worshipped as the god of education, knowledge, wisdom and wealth.","<p><em><strong><span style=""font-size: 12pt;"">⦁ The Ganesh Artwork Is Designed To Connect The Whole Piece Just Through The Trunk</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Lord Ganesha represents Joy and happiness which is symbolic to bring Prosperity and Good Luck. Ganesha Blessing us,He is the Lord of success and destroyer of evils and obstacles. He is also worshipped as the god of education, knowledge, wisdom and wealth.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Made From Quality Brass And Handmade In India, Gorgeous Hand Work And Perfect Showpiece Of Indian Handicrafts.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Dimension:- Height 2.9, Length 1.7 Width 1.7 Inch Weight 255 gram approx</span></strong></em></p>",1027,8,Brass Ganesha bhagwan Statue,Brass-Ganesha-Trunk-Idol-bhagwan-Statue-murti-Decorated-ganpati-for-Home-Office-Entrance-Decor-Good-Luck-Diwali-chaturthi-Pooja-Gift.,"It is a Best Gift for Marriage Anniversary, Parents, Mothers day, Wedding Return Gift, Birthday, House warming, Office Shop Inaugration, Festive occasions Like Diwali Raksha Bandhan, Grah pravesh and Corporate Gifts Lord Ganesha Represents Joy And Happiness Which Is Symbolic To Bring Prosperity And Good Luck. Lord Ganesha represents Joy and happiness which is symbolic to bring Prosperity and Good Luck. Ganesha Blessing us, He is the Lord of success and destroyer of evils and obstacles. He is als",1460,1700,False,True,1,True,True,True,False,False,Brass-statue-5562,"Monday, 18 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/7f3_Brass_Laughing_Buddha_Statue_Lucky_1.jpg,False,0,0,3046,Brass Laughing Buddha Statue Lucky Happy Figurines Decoration Sculpture Home Decor for Spiritual Room Decor.,"Brass laughing buddha statue lucky happy buddha figurines feng shui decoration laughing buddha collective sculpture monk figurine buddha figurines home décor collectable figurine for spiritual room decor, altars or yoga. gift ready.","<p><em><strong><span style=""font-size: 10pt;"">⦁ Each one is unique. The statue will definitely bring you good mood when you see it. This beautifully crafted baby Buddha will receive lot of compliments from friends who visits your home. You can find other different style Buddha statues.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ A valuable collection Buddha is a very popular symbol of happiness. Put it in your home or work area, or you can put it in the car. Any stress or negative emotions will quickly disappear and be replaced by calm, mindfulness and peace. Laughing Buddha in the car always reminds us of wisdom, purity and kindness. As long as we remain intelligent and kind, we will solve all the pains and disasters.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ Very valuable collections, valuable personal changes or very good gifts. Best Feng Shui Location: The living room or office near the main entrance can be seen every day. This attracts positive energy.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ Solid brass metal laughing Buddha showpiece statue for home or office.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ Material: Brass , Length:- 2, Height:- 4, Width:- 1 Weight:- 423 gram approx</span></strong></em></p>",1027,8,Brass Laughing Buddha Statue,Brass-Laughing-Buddha-Statue-Lucky-Happy-Figurines-Decoration-Sculpture-Home-Decor-for-Spiritual-Room-Decor-Solid-brass-metal-laughing-Buddha-showpiece-statue-for-home-or-office.,"Brass laughing buddha statue lucky happy buddha figurines feng shui decoration laughing buddha collective sculpture monk figurine buddha figurines home décor collectable figurine for spiritual room decor, altars or yoga. gift ready.",2310,2500,False,True,1,True,True,True,False,False,Buddha-79841,"Monday, 18 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/ab7_Laughing_Buddha_Statue1.jpg,False,0,0,3045,Brass Laughing Buddha Statue Lucky Happy Figurines Decoration Sculpture Home Decor for Spiritual Room Decor.,"Brass laughing buddha statue lucky happy buddha figurines feng shui decoration laughing buddha collective sculpture monk figurine buddha figurines home décor collectable figurine for spiritual room decor, altars or yoga. gift ready.","<p><span style=""font-size: 10pt;""><em><strong>⦁ Each one is unique. The statue will definitely bring you good mood when you see it. This beautifully crafted baby Buddha will receive lot of compliments from friends who visits your home. You can find other different style Buddha statues.</strong></em></span><br /><span style=""font-size: 10pt;""><em><strong>⦁ A valuable collection Buddha is a very popular symbol of happiness. Put it in your home or work area, or you can put it in the car. Any stress or negative emotions will quickly disappear and be replaced by calm, mindfulness and peace. Laughing Buddha in the car always reminds us of wisdom, purity and kindness. As long as we remain intelligent and kind, we will solve all the pains and disasters.</strong></em></span><br /><span style=""font-size: 10pt;""><em><strong>⦁ Very valuable collections, valuable personal changes or very good gifts. Best Feng Shui Location: The living room or office near the main entrance can be seen every day. This attracts positive energy.</strong></em></span><br /><span style=""font-size: 10pt;""><em><strong>⦁ Solid brass metal laughing Buddha showpiece statue for home or office.</strong></em></span><br /><span style=""font-size: 10pt;""><em><strong>⦁ Material: Brass , Length:- 1.7, Height:- 2, Width:- 1.2 Weight:- 185 gram approx</strong></em></span></p>",1027,8,Brass Laughing Buddha Statue,Brass-Laughing-Buddha-Statue-Lucky-Happy-Figurines-Decoration-Sculpture-Home-Decor-for-Spiritual-Room-Decor-Very-valuable-collections-valuable-personal-changes-or-very-good-gifts-Best-Feng-Shui-Location- The-living-room-or-office-near-the-main-entrance-can-be-seen-every-day-This-attracts-positive-energy.,"Brass laughing buddha statue lucky happy buddha figurines feng shui decoration laughing buddha collective sculpture monk figurine buddha figurines home décor collectable figurine for spiritual room decor, altars or yoga. gift ready.",2250,2500,False,True,1,True,True,True,False,False,Buddha-79843,"Saturday, 16 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/086_Brass_Laughing_Buddha_Statue_1.jpg,False,0,0,3044,Brass Laughing Buddha Statue Lucky Happy Figurines Decoration Sculpture Home Decor for Spiritual Room Decor.,"Brass laughing buddha statue lucky happy buddha figurines feng shui decoration laughing buddha collective sculpture monk figurine buddha figurines home décor collectable figurine for spiritual room decor, altars or yoga. gift ready.","<p><em><strong><span style=""font-size: 10pt;"">⦁ Each one is unique. The statue will definitely bring you good mood when you see it. This beautifully crafted baby Buddha will receive lot of compliments from friends who visits your home. You can find other different style Buddha statues.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ A valuable collection Buddha is a very popular symbol of happiness. Put it in your home or work area, or you can put it in the car. Any stress or negative emotions will quickly disappear and be replaced by calm, mindfulness and peace. Laughing Buddha in the car always reminds us of wisdom, purity and kindness. As long as we remain intelligent and kind, we will solve all the pains and disasters.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ Very valuable collections, valuable personal changes or very good gifts. Best Feng Shui Location: The living room or office near the main entrance can be seen every day. This attracts positive energy.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ Solid brass metal laughing Buddha showpiece statue for home or office.</span></strong></em><br /><em><strong><span style=""font-size: 10pt;"">⦁ Material: Brass , Length:- 2.2, Height:- 4, Width:- 2 Weight:- 450 gram approx</span></strong></em></p>",1027,8,Brass Laughing Buddha Statue,Brass-Laughing-Buddha-Statue-Lucky-Happy-Figurines-Decoration-Sculpture-Home-Decor-for-Spiritual-Room-Decor-Very-valuable-collections-valuable-personal-changes-or-very-good-gifts-Best-Feng-Shui-Location-The-living-room-or-office-near-the-main-entrance-can-be-seen-every-day-This-attracts-positive-energy.,"Brass laughing buddha statue lucky happy buddha figurines feng shui decoration laughing buddha collective sculpture monk figurine buddha figurines home décor collectable figurine for spiritual room decor, altars or yoga. gift ready.",2350,2550,False,True,1,True,True,True,False,False,Buddha-79844,"Saturday, 16 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/403_Showpiece._Bullock-Cart_1.jpg,False,0,0,3043,Vintage Bull Cart Statue Tuk Tuk Solid Brass Metal Indian Handmade Gifted Item Collectible Miniature Decorative Showpiece. (Bullock-Cart),This Decor is attractive in look. Figurine has been finely handcrafted decor by artisans in India and is a must for everyone. You can place it in your home or office. You can also gift this decoration to your loved ones. Small size makes if easy to place anywhere without taking much space and looks beautiful.,"<p><em><strong><span style=""font-size: 12pt;"">⦁ Small Statue - Brass Sculpture - Handmade Turquoise Stones Sculpture, Decorative is very unique decor for home or office</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Turquoise and other coral stone Handwork., Brass Vintage Indian auto Rickshaw Tuk-Tuk Turquoise Brass figurine Collectibles, Spritual Lucky Gift, Thanksgiving Gift, Anniversary Gift, Wedding Gift, Birthday Gift</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Miniature model makes a wonderful collector's item Makes a great Decoration for your Home or Office</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Dimension :- 4.5 X 4 X 2.5 Inch Weight :- 800 Gram Approx</span></strong></em></p>",1027,8,Vintage Bull Cart Statue,Vintage-Bull-Cart-Statue-Tuk-Tuk-Solid-Brass-Metal-Indian-Handmade-Gifted-Item-Collectible-Miniature-Decorative-Showpiece. (Bullock-Cart),This Decor is attractive in look. Figurine has been finely handcrafted decor by artisans in India and is a must for everyone. You can place it in your home or office. You can also gift this decoration to your loved ones. Small size makes if easy to place anywhere without taking much space and looks beautiful.,4450,4700,False,True,1,True,True,True,False,False,Bullock-Cart,"Saturday, 16 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/492_Solid_Brass_Hotel_Counter_Bell_1.jpg,False,0,0,3042,"Solid Brass Hotel Counter Bell, Officer Call Bell Shell Design Desk Bell Service Bell for Hotels, Schools, Restaurants, Reception Areas.","Works well on Hotels, Schools, Restaurants, Reception Areas, Hospitals, Warehouses, Stores; Ideal for the elderly or people who are bed ridden to Ask for Help, Lunch Bell to call kids, Training Pets, great tool for kids to Play Games or Pay Attention to Teachers. Push down with your palm or one finger to make it ringing ,not too much power, the bell's ringing is very loud, clear but not driving you nuts, You can get other’s attention","<p><em><strong><span style=""font-size: 12pt;"">⦁ Measures 4.5"" H x 4"" L. Made of solid brass Attractive, functional piece Shell Design.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ A definite eye-catcher handcrafted beautiful hand emboss finish You can't miss this bell.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Handcrafted Service Desk Bell Hotel Counter Bell Ornate Solid Brass Hotel Counter Bell Officer call bell Hand Made in india.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Push down with your palm or one finger to make it ringing ,not too much power, the bell's ringing is very loud, clear but not driving you nuts, You can get other&rsquo;s attention.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Works well on Hotels, Schools, Restaurants, Reception Areas, Hospitals, Warehouses, Stores; Ideal for the elderly or people who are bed ridden to Ask for Help, Lunch Bell to call kids, Training Pets, great tool for kids to Play Games or Pay Attention to Teachers.</span></strong></em></p>",1027,8,Brass Call Bell,Solid-Brass-Hotel-Counter-Bell-Officer-Call-Bell-Shell-Design-Desk-Bell-Service-Bell-for-Hotels-Schools-Restaurants-Reception-Areas.,"Works well on Hotels, Schools, Restaurants, Reception Areas, Hospitals, Warehouses, Stores; Ideal for the elderly or people who are bed ridden to Ask for Help, Lunch Bell to call kids, Training Pets, great tool for kids to Play Games or Pay Attention to Teachers. Push down with your palm or one finger to make it ringing ,not too much power, the bell's ringing is very loud, clear but not driving you nuts, You can get other’s attention",4350,4650,False,True,1,True,True,True,False,False,Call-Bell-5383,"Saturday, 16 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/f8c_Functional_Door_Locks._1.jpg,False,0,0,3041,Brass Antique Camel Round Shaped Door Padlock Security Locks with 2 Keys Fully Functional Door Locks.,Brass Metal Camel Engraved Home Security & Decor Padlock With 2 Keys. Material: Brass Metal | Colour: Antique Lock Size (In Inches): 2.5 Diameter (Approx.). Key Size (In Inches): Length - 2.5 (Approx). Weight: 410 Grams (Approx.). These Items Have Antique Elegant Design That Gives Addition To Your Home Decor.,"<p><em><strong><span style=""font-size: 12pt;"">⦁ Round Shaped Brass Metal Camel Engraved Home Security &amp; Decor Padlock With 2 Keys.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Material: Brass Metal | Colour: Antique</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Lock Size (In Inches): 2.5 Diameter (Approx.).</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Key Size (In Inches): Length - 2.5 (Approx). Weight: 410 Grams (Approx.).</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ These Items Have Antique Elegant Design That Gives Addition To Your Home Decor.</span></strong></em></p>",1027,8,Brass Antique Padlock,Brass-Antique-Camel-Round-Shaped-Door-Padlock-Security-Locks-with-2-Keys-Fully-Functional-Door-Locks-These-Items-Have-Antique-Elegant-Design-That-Gives-Addition-To-Your-Home-Decor.,Brass Metal Camel Engraved Home Security & Decor Padlock With 2 Keys. Material: Brass Metal | Colour: Antique Lock Size (In Inches): 2.5 Diameter (Approx.). Key Size (In Inches): Length - 2.5 (Approx). Weight: 410 Grams (Approx.). These Items Have Antique Elegant Design That Gives Addition To Your Home Decor.,2550,2800,False,True,1,True,True,True,False,False,Camel-5937F,"Saturday, 16 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/84f_Vintage_Camel_Cart_Statue_1.jpg,False,0,0,3040,Vintage Camel Cart Statue Tuk Tuk Solid Brass Metal Indian Handmade Gifted Item Collectible Miniature Decorative Showpiece. (Camel-Cart),This Decor is attractive in look. Figurine has been finely handcrafted decor by artisans in India and is a must for everyone. You can place it in your home or office. You can also gift this decoration to your loved ones. Small size makes if easy to place anywhere without taking much space and looks beautiful.,"<p><em><strong><span style=""font-size: 12pt;"">⦁ Small Statue - Brass Sculpture - Handmade Turquoise Stones Sculpture, Decorative is very unique decor for home or office</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Turquoise and other coral stone Handwork., Brass Vintage Indian auto Rickshaw Tuk-Tuk Turquoise Brass figurine Collectibles, Spritual Lucky Gift, Thanksgiving Gift, Anniversary Gift, Wedding Gift, Birthday Gift</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Miniature model makes a wonderful collector's item Makes a great Decoration for your Home or Office</span></strong></em></p>",1027,8,Vintage Camel Cart Statue,Vintage-Camel-Cart-Statue-Tuk-Tuk-Solid-Brass-Metal-Indian-Handmade-Gifted-Item-Collectible-Miniature-Decorative-Showpiece. (Camel-Cart),This Decor is attractive in look. Figurine has been finely handcrafted decor by artisans in India and is a must for everyone. You can place it in your home or office. You can also gift this decoration to your loved ones. Small size makes if easy to place anywhere without taking much space and looks beautiful.,4180,4400,False,True,1,True,True,True,False,False,Camel-Cart,"Saturday, 16 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/753_Candlestick_Holder_for_Taper_1.jpg,False,0,0,3039,Candlestick Holder for Taper Candles Traditional Chamberstick Shape Fits Standard Tapered Stand Made from Brass (Red),"Assembly Required Candle Holder: Creative detachable design, easy to pack and easy to assemble.(candles not included). Manual Measurement:About Total Height:- 2.5 Base:- 2 Inch Width:- 4 Inch. Best suited for bedside, dining table, anniversary, birthday gift,christmas,diwali etc. Holds 1 candles;Candles not included Goes anywhere candelabra; Assembly required","<p><em><strong><span style=""font-size: 12pt;"">⦁ Manual Measurement: About Total Height:- 2.5 Base:- 2 Inch Width:- 4 Inch Approx</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Assembly Required Candle Holder: Creative detachable design, easy to pack and easy to assemble.(candles not included).</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Best suited for bedside, dining table, anniversary, birthday gift,christmas,diwali etc.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Holds 1 candles;Candles not included Goes anywhere candelabra; Assembly required</span></strong></em></p>",1027,8,Brass Candlestick Holder,Candlestick-Holder-for-Taper-Candles-Traditional-Chamberstick-Shape-Fits-Standard-Tapered-Stand-Made-from-Brass-(Red)-Best-suited-for-bedside-dining-table-anniversary-birthday-gift-christmas-diwali-etc.,"Assembly Required Candle Holder: Creative detachable design, easy to pack and easy to assemble.(candles not included). Manual Measurement:About Total Height:- 2.5 Base:- 2 Inch Width:- 4 Inch. Best suited for bedside, dining table, anniversary, birthday gift,christmas,diwali etc. Holds 1 candles;Candles not included Goes anywhere candelabra; Assembly required",1630,1900,False,True,1,True,True,True,False,False,Candlestick-Holders-A822B,"Saturday, 16 March 2024",1,4,1,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
/content/commonImages/productImages/d13_Brass_Candlestick_Holder_Candle_1.jpg,False,0,0,3038,Brass Candlestick Holder Candle Stands for Decoration Living Room Table Office Gift (Golden),"It will look great around your home as well as making beautiful center piece for your tables. Made of brass the candle stand is durable and easy to maintain. It is a great addition to any spot in your home. Brass Candlestick Holder for Taper Candles - Traditional Chamberstick Shape with Handle, Metal, Fits Standard Tapered Candles, for Window and Mantle Display.","<p><em><strong><span style=""font-size: 12pt;"">⦁ Perfect for kitchen decor, church events, wedding reception centerpieces or Christmas decorations. This candle holder is also a great housewarming or holiday gift.</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Traditional Chamberstick Shape with Handle, Metal, Fits Standard Tapered Candles, for Window and Mantle Display</span></strong></em><br /><em><strong><span style=""font-size: 12pt;"">⦁ Height:- 9.5 cm Width:- 4 cm Base:- 8 cm</span></strong></em></p>",1027,8,Brass Candlestick Holder,Brass-Candlestick-Holder-Candle-Stands-for-Decoration-Living-Room-Table-Office-Gift-(Golden)-Perfect-for-kitchen-decor-church-events-wedding-reception-centerpieces-or-Christmas-decorations-This-candle-holder-is-also-a-great-housewarming-or-holiday-gift.,"It will look great around your home as well as making beautiful center piece for your tables. Made of brass the candle stand is durable and easy to maintain. It is a great addition to any spot in your home. Brass Candlestick Holder for Taper Candles - Traditional Chamberstick Shape with Handle, Metal, Fits Standard Tapered Candles, for Window and Mantle Display.",1375,1550,False,True,1,True,True,True,False,False,Candlestick-holder-8188,"Saturday, 16 March 2024",1,4,0,False,True,1,1,True,0,True,[],[],[],[],[],[],[],[],[]
